bu_sk,item_sk,local_date,outlier_flags,available_stock,reserved_stock,allocated_stock,blocked_stock,demand_stock,acceptable_stock,avoidable_stock,avoidable_reason_ifk,acceptable_stock_goal,avoidable_stock_goal,warehouse_unprotected,warehouse_protected,warehouse_total,warehouse_unprotected_demand_stock,warehouse_protected_demand_stock,shelf_stock,osa_want_stock_flag,available_stock_at_opening,blocked_stock_at_opening,stock_on_hand_at_opening,osa_want_stock_quantity,osa_have_stock_flag,osa_need_stock_flag,osa_missed_sales_quantity,,
8,22,45632,"{""flag_stock"": false}",90,23,7,4,49,67,23,4,73.3,22.1,50,131,181,34.4,12.5,28,1,82,4,116,48,0,1,8,,
8,22,45633,"{""flag_stock"": false}",105,10,12,6,49,67.3,37.7,5,68.7,34.2,55,135,190,42.8,15.6,12,1,90,6,118,54,0,1,9,,
8,22,45634,"{""flag_stock"": false}",115,11,10,6,49,86.2,28.8,4,90.9,26.6,62,137,199,44.4,16.1,28,1,105,6,132,47,0,1,4,,
8,22,45635,"{""flag_stock"": false}",122,22,6,4,49,76,46,3,77.7,43.3,73,134,207,39.8,12.6,25,1,115,4,147,47,0,1,5,,
8,22,45636,"{""flag_stock"": false}",129,18,4,7,49,83.1,45.9,3,86.2,45.1,72,128,200,38.5,10,19,1,122,7,151,56,0,1,10,,
8,22,45637,"{""flag_stock"": false}",130,17,12,3,49,94.6,35.4,2,97.7,34.7,75,122,197,32.3,12.4,18,1,129,5,163,53,0,1,7,,
8,22,45638,"{""flag_stock"": false}",140,14,7,3,49,77.9,62.1,2,82.1,56.4,73,130,203,28.4,10.9,23,1,130,4,155,53,0,1,7,,
8,22,45639,"{""flag_stock"": false}",151,21,7,2,49,86.5,64.5,4,94.2,64.2,76,133,209,29.4,8.6,29,1,140,1,169,51,0,1,10,,
8,22,45640,"{""flag_stock"": false}",145,22,11,6,49,81.1,63.9,3,86.2,62.9,83,130,213,54.5,17.1,23,1,151,7,191,49,0,1,13,,
8,22,45641,"{""flag_stock"": false}",156,25,11,2,49,115.6,40.4,4,123,36.8,79,129,208,52.7,22.3,23,1,145,2,183,45,0,1,4,,
8,22,45642,"{""flag_stock"": false}",169,20,9,3,49,95.9,73.1,5,96.6,68.7,90,131,221,28.9,10.1,26,1,156,3,188,45,0,1,9,,
8,22,45643,"{""flag_stock"": false}",175,24,11,2,49,98.1,76.9,5,107.9,71.6,91,129,220,27.5,5.4,24,1,169,2,206,46,0,1,5,,
8,22,45644,"{""flag_stock"": false}",181,19,9,7,49,110.4,70.6,4,112.1,69.1,92,128,220,27.2,9.3,24,1,175,8,211,49,0,1,10,,
8,22,45645,"{""flag_stock"": false}",175,20,13,2,49,101.3,73.7,4,109.1,70,101,116,217,32.7,10.5,26,1,181,0,214,50,0,1,3,,
8,22,45646,"{""flag_stock"": false}",165,22,6,2,49,120,45,2,124.4,45,96,125,221,38,10.7,22,1,175,0,203,46,0,1,9,,
8,22,45647,"{""flag_stock"": false}",166,19,11,1,49,95,71,3,103.1,66.1,96,126,222,47.9,15.5,25,1,165,0,195,50,0,1,7,,
8,22,45648,"{""flag_stock"": false}",168,18,5,6,49,110.2,57.8,3,112.1,54.2,102,138,240,54.8,16.5,24,1,166,6,195,48,0,1,10,,
8,22,45649,"{""flag_stock"": false}",166,16,6,5,49,103.9,62.1,4,112.4,56.8,103,137,240,34.8,14.1,19,1,168,4,194,44,0,1,11,,
8,22,45650,"{""flag_stock"": false}",170,13,4,7,49,95.5,74.5,3,96.1,68.3,100,138,238,33.9,9.2,23,1,166,5,188,53,0,1,13,,
8,22,45651,"{""flag_stock"": false}",164,22,11,4,49,122.6,41.4,2,125.5,37.4,99,142,241,26.6,8.2,20,1,170,4,207,40,0,1,5,,
8,22,45652,"{""flag_stock"": false}",155,18,7,3,49,102.8,52.2,4,102.8,51.8,97,143,240,27.3,10.5,20,1,164,2,191,49,0,1,7,,
8,22,45653,"{""flag_stock"": false}",164,16,10,6,49,100.1,63.9,5,106.2,58.2,105,148,253,29.7,8.9,27,1,155,8,189,47,0,1,3,,
8,22,45654,"{""flag_stock"": false}",180,24,6,6,49,126.3,53.7,5,128,52.2,113,150,263,31,12.5,16,1,164,5,199,52,0,1,13,,
8,22,45655,"{""flag_stock"": false}",172,22,14,7,49,114.3,57.7,1,122.6,54.5,103,146,249,64.6,16.8,19,1,180,7,223,53,0,1,4,,
8,22,45656,"{""flag_stock"": false}",172,20,14,9,49,108.7,63.3,3,117.3,61.8,103,149,252,36.3,9.8,21,1,172,7,213,46,0,1,8,,
8,23,45292,"{""flag_stock"": false}",175,16,8,5,30,108.7,66.3,3,118.8,61.8,154,141,295,15,6.9,14,1,169,6,199,30,0,1,1,,
8,23,45293,"{""flag_stock"": false}",183,13,5,7,30,101.1,81.9,1,101.3,77.9,150,150,300,13.9,2.2,24,1,175,6,199,27,0,1,1,,
8,23,45294,"{""flag_stock"": false}",19,13,4,8,29,12.3,6.7,2,13,6.5,152,153,305,17.4,7.4,16,1,183,8,208,31,1,0,0,,
8,23,45295,"{""flag_stock"": false}",24,20,7,2,32,13.7,10.3,4,14.5,9.7,142,152,294,13,3.9,24,1,19,2,48,25,0,1,1,,
8,23,45296,"{""flag_stock"": false}",25,18,2,5,29,15.4,9.6,5,16.8,8.8,136,147,283,14.5,0.6,20,1,24,5,49,31,1,0,0,,
8,23,45297,"{""flag_stock"": false}",30,21,6,9,49,21.5,8.5,4,22.2,8.4,137,140,277,38.6,11.5,28,1,25,9,61,46,0,1,1,,
8,23,45298,"{""flag_stock"": false}",38,20,0,3,47,23.2,14.8,1,24.9,13.8,135,140,275,28,5.8,27,1,30,2,52,53,1,0,0,,
8,23,45299,"{""flag_stock"": false}",29,16,0,3,25,20.1,8.9,5,20.5,8.4,136,139,275,12.1,1.8,17,1,38,2,56,25,1,0,0,,
8,23,45300,"{""flag_stock"": false}",31,13,3,7,34,22,9,1,22.3,8.6,126,133,259,22.3,2.6,17,1,29,7,52,45,0,1,1,,
8,23,45301,"{""flag_stock"": false}",25,16,11,6,36,16.7,8.3,2,18.3,8.1,127,123,250,19.3,2.4,17,1,31,6,64,46,0,1,1,,
8,23,45302,"{""flag_stock"": false}",20,26,9,3,32,14.8,5.2,3,16.1,4.7,140,119,259,22.3,6.2,19,1,25,2,62,32,0,1,1,,
8,23,45303,"{""flag_stock"": false}",23,17,7,4,34,15.9,7.1,5,16.9,7,140,122,262,19.8,6.6,24,1,20,4,48,37,0,1,1,,
8,23,45304,"{""flag_stock"": false}",35,18,4,2,49,23.9,11.1,1,24.1,10.6,142,124,266,38.8,9.7,16,1,23,2,47,61,1,0,0,,
8,23,45305,"{""flag_stock"": false}",34,22,3,4,49,18.8,15.2,1,20.4,15.1,150,117,267,34.9,12.6,16,1,35,3,63,51,0,1,1,,
8,23,45306,"{""flag_stock"": false}",29,18,4,7,44,16.4,12.6,5,17.5,11.5,150,118,268,22.6,5.5,20,1,34,8,64,52,1,0,0,,
8,23,45307,"{""flag_stock"": false}",28,17,10,5,34,19.3,8.7,2,20.5,8.5,147,116,263,20.5,8.8,20,1,29,5,61,36,0,1,1,,
8,23,45308,"{""flag_stock"": false}",26,13,12,4,25,16.3,9.7,3,17.2,9,138,117,255,15,2.1,21,1,28,4,57,27,0,1,1,,
8,23,45309,"{""flag_stock"": false}",41,18,4,4,32,26.9,14.1,1,29.1,13.6,164,117,281,14.8,3.1,17,1,26,5,53,31,0,1,1,,
8,23,45310,"{""flag_stock"": false}",42,10,7,5,38,28.9,13.1,3,28.9,12.6,156,114,270,19.1,8.3,25,1,41,6,64,41,0,1,1,,
8,23,45311,"{""flag_stock"": false}",51,15,4,2,49,36.2,14.8,4,38.4,14.3,172,120,292,32,10.6,28,1,42,1,62,55,0,1,1,,
8,23,45312,"{""flag_stock"": false}",49,5,4,4,42,30.4,18.6,1,32.2,18.3,153,124,277,18.8,7.9,27,1,51,4,64,49,1,0,0,,
8,23,45313,"{""flag_stock"": false}",51,18,2,5,36,34.3,16.7,2,34.3,16,149,127,276,17.4,5.4,16,1,49,4,73,27,0,1,1,,
8,23,45314,"{""flag_stock"": false}",61,12,7,1,33,43.5,17.5,5,45.6,16.3,157,124,281,20.6,9.6,5,1,51,0,70,34,0,1,1,,
8,23,45315,"{""flag_stock"": false}",69,11,6,2,33,43.9,25.1,1,44.8,23.8,148,128,276,20.7,5.8,31,1,61,2,80,35,1,0,0,,
8,23,45316,"{""flag_stock"": false}",62,18,10,1,37,46.5,15.5,1,49.3,14.9,148,132,280,22.1,5.3,24,1,69,1,98,42,0,1,1,,
8,23,45317,"{""flag_stock"": false}",69,12,10,6,35,49,20,2,52.3,18.2,142,133,275,16,5,20,1,62,6,90,46,0,1,1,,
8,23,45318,"{""flag_stock"": false}",70,19,0,2,49,40.4,29.6,4,41,27.7,151,142,293,36.5,6.7,25,1,69,1,89,51,0,1,1,,
8,23,45319,"{""flag_stock"": false}",82,21,5,1,49,48.9,33.1,5,52.6,31.4,160,146,306,35,9.5,25,1,70,1,97,50,0,1,1,,
8,23,45320,"{""flag_stock"": false}",74,23,3,5,29,46.3,27.7,5,48.3,25.7,158,133,291,16.5,7.8,14,1,82,7,115,31,1,0,0,,
8,23,45321,"{""flag_stock"": false}",71,18,5,5,41,44.4,26.6,4,46.5,26.4,165,136,301,22.1,2,21,1,74,5,102,38,1,0,0,,
8,23,45322,"{""flag_stock"": false}",60,11,8,8,35,34.7,25.3,2,37.8,23.3,155,145,300,15.4,5,17,1,71,6,96,29,0,1,1,,
8,23,45323,"{""flag_stock"": false}",60,20,4,4,28,43.4,16.6,3,47,15.6,158,142,300,17.7,3.6,29,1,60,5,89,36,0,1,1,,
8,23,45324,"{""flag_stock"": false}",59,20,0,5,32,33.5,25.5,4,33.8,24.4,163,139,302,13.5,6.8,25,1,60,4,84,29,0,1,1,,
8,23,45325,"{""flag_stock"": false}",68,17,2,6,49,50.7,17.3,2,52.3,17.3,157,144,301,33.9,10.5,23,1,59,6,84,42,0,1,1,,
8,23,45326,"{""flag_stock"": false}",68,23,5,5,49,47.2,20.8,4,50,19.3,150,147,297,35.6,9.3,14,1,68,5,101,50,0,1,1,,
8,23,45327,"{""flag_stock"": false}",78,19,4,9,39,58.2,19.8,2,59.3,19.7,146,151,297,23,8.2,29,1,68,9,100,46,1,0,0,,
8,23,45328,"{""flag_stock"": false}",78,26,7,2,25,54.1,23.9,5,54.2,23.1,142,142,284,12.2,4.3,19,1,78,2,113,30,0,1,1,,
8,23,45329,"{""flag_stock"": false}",84,11,4,4,25,52.8,31.2,1,53.7,29.9,145,147,292,15.8,4.7,18,1,78,3,96,22,1,0,0,,
8,23,45330,"{""flag_stock"": false}",97,12,6,6,32,67.6,29.4,3,73.8,27.6,150,146,296,17.6,4.1,16,1,84,6,108,30,0,1,1,,
8,23,45331,"{""flag_stock"": false}",100,17,0,6,23,67.6,32.4,1,71.8,31.9,141,147,288,15.5,1.8,24,1,97,7,121,24,1,0,0,,
8,23,45332,"{""flag_stock"": false}",105,12,5,5,49,60,45,5,63,41.1,130,146,276,22.7,7.9,17,1,100,6,123,51,0,1,1,,
8,23,45333,"{""flag_stock"": false}",104,17,4,9,49,57.6,46.4,5,59.8,45,135,143,278,24.3,11.3,29,1,105,9,135,49,1,0,0,,
8,23,45334,"{""flag_stock"": false}",110,16,3,4,40,62.2,47.8,4,62.4,44.7,142,147,289,22.9,7.7,15,1,104,3,126,32,0,1,1,,
8,23,45335,"{""flag_stock"": false}",121,14,10,9,29,90.5,30.5,2,92.6,27.6,141,158,299,12.8,8.7,25,1,110,9,143,29,0,1,1,,
8,23,45336,"{""flag_stock"": false}",127,24,2,2,31,72.3,54.7,2,73.7,49.9,140,153,293,14,4.6,15,1,121,2,149,26,0,1,1,,
8,23,45337,"{""flag_stock"": false}",131,12,7,6,46,93.3,37.7,1,93.7,34.1,150,158,308,24.8,6.1,29,1,127,5,151,52,0,1,1,,
8,23,45338,"{""flag_stock"": false}",133,16,2,5,31,90.3,42.7,4,93.8,42,150,159,309,23.3,2.6,15,1,131,6,155,33,0,1,1,,
8,23,45339,"{""flag_stock"": false}",139,13,4,3,49,79.2,59.8,1,86.1,54.5,164,158,322,27,8.3,20,1,133,3,153,53,1,0,0,,
8,23,45340,"{""flag_stock"": false}",128,19,1,5,49,86.4,41.6,2,87.2,38.6,153,155,308,31.1,9.7,22,1,139,6,165,57,0,1,1,,
8,23,45341,"{""flag_stock"": false}",132,14,2,9,35,79.9,52.1,2,81.7,47.5,154,140,294,16.2,4.5,22,1,128,9,153,41,0,1,1,,
8,23,45342,"{""flag_stock"": false}",140,10,4,4,29,103.4,36.6,3,111,35.1,147,147,294,15.5,5,20,1,132,4,150,17,0,1,1,,
8,23,45343,"{""flag_stock"": false}",140,17,3,5,27,100.9,39.1,2,109.8,35.4,155,144,299,13.9,6.1,20,1,140,6,166,28,1,0,0,,
8,23,45344,"{""flag_stock"": false}",135,23,6,3,37,93.4,41.6,5,97.8,39.1,139,142,281,18.7,7.4,28,1,140,4,173,31,1,0,0,,
8,23,45345,"{""flag_stock"": false}",145,16,2,6,34,100.9,44.1,1,106.5,43.8,121,148,269,21.9,4.3,14,1,135,6,159,31,0,1,1,,
8,23,45346,"{""flag_stock"": false}",153,15,0,5,49,108.2,44.8,1,110.9,41.5,114,146,260,35.5,8.4,23,1,145,6,166,53,1,0,0,,
8,23,45347,"{""flag_stock"": false}",156,19,10,0,49,89.1,66.9,3,93.2,62.7,116,148,264,27,9.3,20,1,153,0,182,49,1,0,0,,
8,23,45348,"{""flag_stock"": false}",164,6,5,9,32,111.5,52.5,3,120.5,49.7,116,154,270,22.7,7.7,20,1,156,9,176,33,0,1,1,,
8,23,45349,"{""flag_stock"": false}",165,13,3,8,39,96.8,68.2,3,103.6,63.8,127,163,290,17.6,3.6,25,1,164,9,189,41,1,0,0,,
8,23,45350,"{""flag_stock"": false}",167,12,1,3,42,102.2,64.8,5,111.9,62.6,114,162,276,27.8,11.1,21,1,165,3,181,41,1,0,0,,
8,23,45351,"{""flag_stock"": false}",163,10,9,4,37,119.5,43.5,4,128.5,39.4,110,157,267,21.1,7.3,13,1,167,3,189,36,0,1,1,,
8,23,45352,"{""flag_stock"": false}",174,16,4,7,34,100.7,73.3,2,105.9,70,130,149,279,17.2,5.2,29,1,163,7,190,34,0,1,1,,
8,23,45353,"{""flag_stock"": false}",175,17,0,3,49,104.3,70.7,3,105.5,70.6,129,147,276,29.4,9.9,23,1,174,4,195,48,0,1,1,,
8,23,45354,"{""flag_stock"": false}",166,13,5,6,49,105.5,60.5,1,108.5,59.1,131,148,279,30.7,10,14,1,175,5,198,60,1,0,0,,
8,23,45355,"{""flag_stock"": false}",171,21,11,6,38,103.4,67.6,5,105.7,66.2,129,153,282,22.5,3.2,17,1,166,5,203,34,1,0,0,,
8,23,45356,"{""flag_stock"": false}",183,23,12,3,34,109.3,73.7,4,111.7,69.9,136,156,292,18.9,4.1,16,1,171,4,210,30,0,1,1,,
8,23,45357,"{""flag_stock"": false}",187,15,6,5,26,108.8,78.2,2,114.5,72.2,149,167,316,11.9,2.8,14,1,183,4,208,22,0,1,1,,
8,23,45358,"{""flag_stock"": false}",191,15,6,4,30,126.7,64.3,4,128.5,60.5,152,171,323,13.5,4,16,1,187,3,211,32,0,1,1,,
8,23,45359,"{""flag_stock"": false}",185,7,4,8,34,115.1,69.9,5,124.7,67.8,166,161,327,13.2,4.9,33,1,191,8,210,37,0,1,1,,
8,23,45360,"{""flag_stock"": false}",191,13,8,3,49,134.7,56.3,3,136.8,50.9,168,159,327,32.7,11.6,23,1,185,2,208,47,0,1,1,,
8,23,45361,"{""flag_stock"": false}",188,23,8,0,49,126.1,61.9,3,126.4,56.1,177,163,340,28.1,9,23,1,191,0,222,51,0,1,1,,
8,23,45362,"{""flag_stock"": false}",184,17,7,4,27,125.3,58.7,5,131.5,56.2,163,166,329,18.6,6.1,23,1,188,6,218,31,0,1,1,,
8,23,45363,"{""flag_stock"": false}",194,18,10,3,35,117.2,76.8,2,124.1,69.2,161,173,334,15.3,2.8,22,1,184,5,217,22,0,1,1,,
8,23,45364,"{""flag_stock"": false}",195,11,4,3,40,127.3,67.7,1,130.1,64,149,177,326,23.3,4.1,18,1,194,5,214,39,0,1,1,,
8,23,45365,"{""flag_stock"": false}",20,13,13,8,28,12.1,7.9,3,13.2,7.8,154,195,349,20.1,4.3,17,1,195,8,229,32,1,0,0,,
8,23,45366,"{""flag_stock"": false}",26,15,2,4,29,16.2,9.8,1,17.8,9.7,158,196,354,15.7,2.9,21,1,20,3,40,29,1,0,0,,
8,23,45367,"{""flag_stock"": false}",38,18,2,6,49,21,17,3,21.4,16.4,163,195,358,29.2,8.1,10,1,26,6,52,52,0,1,1,,
8,23,45368,"{""flag_stock"": false}",46,15,0,4,49,28.6,17.4,3,30.5,16.7,172,199,371,29.1,9.5,16,1,38,5,58,50,1,0,0,,
8,23,45369,"{""flag_stock"": false}",49,20,2,4,31,30,19,4,31,18.3,174,199,373,15.2,6.7,18,1,46,3,71,40,0,1,1,,
8,23,45370,"{""flag_stock"": false}",50,14,1,7,35,27.9,22.1,5,29.2,21.1,166,199,365,22.6,7,22,1,49,5,69,37,1,0,0,,
8,23,45371,"{""flag_stock"": false}",48,11,7,7,38,33.7,14.3,1,35.4,13.3,159,199,358,20.8,7.2,23,1,50,8,76,33,1,0,0,,
8,23,45372,"{""flag_stock"": false}",37,15,4,5,31,25.7,11.3,1,27.8,10.8,153,198,351,21.6,6,27,1,48,5,72,31,1,0,0,,
8,23,45373,"{""flag_stock"": false}",28,19,3,7,34,20.3,7.7,4,21.2,7.3,158,198,356,23.3,1.8,22,1,37,7,66,28,0,1,1,,
8,23,45374,"{""flag_stock"": false}",41,18,2,7,49,28.6,12.4,4,29.3,11.5,153,192,345,37.9,11.5,26,1,28,7,55,49,0,1,1,,
8,23,45375,"{""flag_stock"": false}",36,21,2,4,49,20.8,15.2,4,22.2,14.3,154,194,348,26.8,6.2,16,1,41,5,69,51,0,1,1,,
8,23,45376,"{""flag_stock"": true}",3,17,2,8,49,1.9,1.1,3,2,1.1,140,199,339,37.1,9,18,1,36,7,62,50,1,0,0,,
8,23,45377,"{""flag_stock"": true}",3,21,5,4,49,1.9,1.1,5,2,1.1,134,199,333,36.6,11.7,23,1,3,5,34,54,0,1,1,,
8,23,45378,"{""flag_stock"": true}",3,15,7,4,49,2,1,1,2.2,1,136,196,332,45.7,11.1,25,1,3,5,30,47,1,0,0,,
8,23,45379,"{""flag_stock"": true}",0,15,2,5,49,0,0,1,0,0,157,199,356,37.5,15,14,1,3,3,23,51,0,1,1,,
8,23,45380,"{""flag_stock"": true}",11,21,0,2,49,6.8,4.2,3,7.5,3.9,162,199,361,32.1,12.1,21,1,0,1,22,57,0,1,1,,
8,23,45381,"{""flag_stock"": true}",19,20,7,7,49,12.1,6.9,5,12.8,6.2,175,199,374,43,13.2,19,1,11,6,44,42,1,0,0,,
8,23,45382,"{""flag_stock"": false}",27,16,2,7,49,19.1,7.9,3,20.3,7.1,175,199,374,61.3,14.5,15,1,19,7,44,45,1,0,0,,
8,23,45383,"{""flag_stock"": false}",39,18,4,0,49,25.3,13.7,3,25.8,13,162,199,361,30,10.1,12,1,27,0,49,38,0,1,1,,
8,23,45384,"{""flag_stock"": false}",33,19,5,5,49,19.5,13.5,2,21.3,13.4,162,199,361,30.3,13.6,15,1,39,5,68,52,1,0,0,,
8,23,45385,"{""flag_stock"": false}",42,12,9,5,33,26.8,15.2,1,27.1,14.3,161,199,360,19.8,3.3,27,1,33,5,59,25,0,1,1,,
8,23,45386,"{""flag_stock"": false}",46,15,7,6,33,28.6,17.4,5,30.5,16,162,191,353,17.5,4.8,9,1,42,5,69,30,1,0,0,,
8,23,45387,"{""flag_stock"": false}",47,14,2,4,32,28.5,18.5,4,29.2,18,164,199,363,21,6.2,20,1,46,4,66,34,0,1,1,,
8,23,45388,"{""flag_stock"": false}",64,18,7,7,49,42.9,21.1,1,46.4,21,160,199,359,23.7,6.9,17,1,47,9,81,57,0,1,1,,
8,23,45389,"{""flag_stock"": false}",58,17,5,5,49,40.8,17.2,3,42.4,16.1,170,199,369,34.2,10.9,18,1,64,5,91,47,1,0,0,,
8,23,45390,"{""flag_stock"": false}",52,8,3,9,40,37.8,14.2,2,40.2,14.1,170,199,369,22.3,8.2,18,1,58,9,78,47,0,1,1,,
8,23,45391,"{""flag_stock"": false}",55,17,5,7,32,30.6,24.4,4,32.2,22.7,175,199,374,14.7,5.5,22,1,52,8,82,32,1,0,0,,
8,23,45392,"{""flag_stock"": false}",58,17,4,7,37,35,23,5,35.3,22.2,184,191,375,18.8,6.5,20,1,55,7,83,32,0,1,1,,
8,23,45393,"{""flag_stock"": false}",56,12,3,4,34,37.6,18.4,5,38.9,17.9,186,192,378,25.2,3.7,22,1,58,2,75,33,1,0,0,,
8,23,45394,"{""flag_stock"": false}",58,16,5,0,34,41,17,3,43.8,15.4,180,195,375,21,6.2,23,1,56,0,77,41,0,1,1,,
8,23,45395,"{""flag_stock"": false}",66,18,6,5,49,40,26,1,42,24.4,180,192,372,30.7,11.1,26,1,58,4,86,36,0,1,1,,
8,23,45396,"{""flag_stock"": false}",66,12,2,3,49,44.6,21.4,2,45.4,20.5,168,183,351,30.8,9.5,27,1,66,3,83,48,0,1,1,,
8,23,45397,"{""flag_stock"": false}",58,16,6,4,33,36.3,21.7,4,37.9,21.7,168,189,357,17,5.5,16,1,66,3,91,22,0,1,1,,
8,23,45398,"{""flag_stock"": false}",65,9,8,6,43,47.2,17.8,2,51.5,16.7,165,185,350,26.5,4.8,23,1,58,7,82,42,1,0,0,,
8,23,45399,"{""flag_stock"": false}",63,16,8,6,35,41,22,2,43.3,21.9,172,181,353,18.6,5.3,20,1,65,7,96,36,0,1,1,,
8,23,45400,"{""flag_stock"": false}",57,18,2,2,38,36,21,3,36.7,20.9,167,186,353,18,6,29,1,63,3,86,41,0,1,1,,
8,23,45401,"{""flag_stock"": false}",64,10,3,5,31,45.6,18.4,3,47.1,17.4,166,198,364,21.5,6.5,20,1,57,2,72,39,0,1,1,,
8,23,45402,"{""flag_stock"": false}",76,16,5,7,49,50.4,25.6,4,51.2,24.5,164,190,354,34.1,10.4,20,1,64,8,93,45,0,1,1,,
8,23,45403,"{""flag_stock"": false}",83,14,9,3,49,59.8,23.2,3,62.2,22.1,168,189,357,28.9,9.8,19,1,76,4,103,47,0,1,1,,
8,23,45404,"{""flag_stock"": false}",82,12,6,6,29,56,26,2,56.1,23.4,161,191,352,23.1,3.6,28,1,83,7,108,20,0,1,1,,
8,23,45405,"{""flag_stock"": false}",77,18,4,6,37,44,33,1,44.6,32.8,154,190,344,14,4.7,20,1,82,5,109,35,1,0,0,,
8,23,45406,"{""flag_stock"": false}",82,16,2,5,31,45.8,36.2,5,48.5,33.9,154,187,341,18.6,8.1,21,1,77,6,101,36,0,1,1,,
8,23,45407,"{""flag_stock"": false}",91,14,3,9,47,63.7,27.3,2,63.9,26.8,150,193,343,23.8,6.3,23,1,82,9,108,48,0,1,1,,
8,23,45408,"{""flag_stock"": false}",100,17,7,4,30,71,29,1,76.7,28,149,186,335,18.8,6.2,18,1,91,4,119,25,0,1,1,,
8,23,45409,"{""flag_stock"": false}",103,15,6,4,49,64.9,38.1,3,68.6,36.6,147,185,332,26.3,9.5,16,1,100,4,125,52,0,1,1,,
8,23,45410,"{""flag_stock"": false}",103,18,3,5,49,62.1,40.9,1,67.5,40.9,150,187,337,32.7,9.3,20,1,103,6,130,53,0,1,1,,
8,23,45411,"{""flag_stock"": false}",94,22,6,4,32,54.7,39.3,2,59.8,38.4,149,188,337,17.4,6,17,1,103,4,135,28,0,1,1,,
8,23,45412,"{""flag_stock"": false}",97,17,2,8,35,63,34,1,68,30.9,155,185,340,14.5,8.3,11,1,94,9,122,41,1,0,0,,
8,23,45413,"{""flag_stock"": false}",84,17,5,3,27,48.1,35.9,5,49.5,35.6,161,188,349,17,6.2,23,1,97,3,122,28,0,1,1,,
8,23,45414,"{""flag_stock"": false}",88,14,0,5,37,57.5,30.5,3,61.4,27.8,170,190,360,22.1,5.4,18,1,84,4,102,42,0,1,1,,
8,23,45415,"{""flag_stock"": false}",96,19,5,3,30,61.9,34.1,3,62.8,31.6,176,195,371,15.6,4.3,11,1,88,4,116,30,1,0,0,,
8,23,45416,"{""flag_stock"": false}",95,17,6,2,45,53.5,41.5,2,54.5,39.2,176,192,368,25.4,7.9,18,1,96,2,121,43,0,1,1,,
8,23,45417,"{""flag_stock"": false}",102,17,5,6,49,64.5,37.5,3,67,35.3,172,195,367,28.8,10.9,17,1,95,8,125,58,1,0,0,,
8,23,45418,"{""flag_stock"": false}",105,20,8,6,44,58.2,46.8,5,59.2,44.9,191,195,386,19,8.9,33,1,102,7,137,58,0,1,1,,
8,23,45419,"{""flag_stock"": false}",101,17,6,2,31,68,33,1,71,30.9,198,192,390,16.3,6.6,23,1,105,3,131,25,0,1,1,,
8,23,45420,"{""flag_stock"": false}",94,25,5,7,36,56.6,37.4,4,60.6,33.8,199,187,386,18.8,3.9,29,1,101,8,139,37,1,0,0,,
8,23,45421,"{""flag_stock"": false}",94,25,6,5,30,58,36,5,58.2,33.3,196,180,376,15.1,4.2,19,1,94,4,129,23,0,1,1,,
8,23,45422,"{""flag_stock"": false}",93,15,6,3,30,58.3,34.7,2,60.6,33.7,187,181,368,20.7,5.6,29,1,94,4,119,26,0,1,1,,
8,23,45423,"{""flag_stock"": false}",92,21,6,5,49,53.2,38.8,2,58.3,35.2,197,174,371,33.3,11.3,16,1,93,5,125,50,1,0,0,,
8,23,45424,"{""flag_stock"": false}",93,14,5,6,49,68.1,24.9,4,74.1,24,194,176,370,24.6,7.9,25,1,92,4,115,48,0,1,1,,
8,23,45425,"{""flag_stock"": false}",99,15,6,4,31,70.5,28.5,2,73.6,27.8,194,174,368,16.9,6.5,19,1,93,5,119,36,0,1,1,,
8,23,45426,"{""flag_stock"": false}",91,20,5,3,39,51.2,39.8,5,53.5,36.6,190,175,365,21,4,17,1,99,4,128,32,0,1,1,,
8,23,45427,"{""flag_stock"": false}",94,22,5,6,34,68.6,25.4,1,73.2,24.9,185,168,353,26.3,6.1,20,1,91,6,124,32,0,1,1,,
8,23,45428,"{""flag_stock"": false}",93,23,6,3,35,67.6,25.4,1,73.6,23.3,192,165,357,18.6,8.1,16,1,94,3,126,34,0,1,1,,
8,23,45429,"{""flag_stock"": false}",96,18,7,7,41,58.4,37.6,4,61.2,36.1,182,163,345,23.6,8.8,26,1,93,8,126,36,0,1,1,,
8,23,45430,"{""flag_stock"": false}",81,14,3,6,49,60.4,20.6,3,65.8,20.2,174,161,335,23.8,9.2,18,1,96,5,118,47,0,1,1,,
8,23,45431,"{""flag_stock"": false}",88,22,2,7,43,57,31,3,59,30.3,176,159,335,27.5,9.6,22,1,81,6,111,33,0,1,1,,
8,23,45432,"{""flag_stock"": false}",86,12,6,5,40,49.5,36.5,4,50,34.4,186,159,345,28.1,7.2,20,1,88,4,110,33,0,1,1,,
8,23,45433,"{""flag_stock"": false}",79,21,5,3,35,55.8,23.2,3,61.1,23.2,177,160,337,23,7,22,1,86,3,115,30,0,1,1,,
8,23,45434,"{""flag_stock"": false}",78,19,4,5,37,46,32,1,46.7,30.7,188,154,342,20.6,5,24,1,79,5,107,37,0,1,1,,
8,23,45435,"{""flag_stock"": false}",83,16,2,5,31,46.3,36.7,5,47.4,33.6,186,157,343,19.6,6.1,31,1,78,6,102,36,0,1,1,,
8,23,45436,"{""flag_stock"": false}",88,24,5,5,35,51.9,36.1,1,56,32.9,187,158,345,18,9.5,23,1,83,4,116,40,0,1,1,,
