local_forecast_date,bu_sk,item_sk,base_demand_forecast_units,demand_forecast_units,demand_forecast_net_deviation_quantity,demand_forecast_accuracy_score_ifk,demand_forecast_is_accurate_flag,operational_forecast_units,operational_forecast_net_deviation_quantity,operational_forecast_accuracy_score_ifk,operational_forecast_is_accurate_flag,operational_orderable_forecast_units,operational_carry_away_forecast_units,calculated_override,country_activity,days_last_change_country_activity
45307,7,6,6.66,7.14,-2.86,4,True,7.87,-2.13,4,True,6.95,0.42,4.53,1.2481,6
45308,7,6,7.14,7.75,7.75,3,False,7.99,7.99,3,False,7.19,0.85,3.87,1.1352,2
45309,7,6,6.72,7.56,2.56,4,True,7.15,2.15,4,True,6.7,0.86,1.11,0.7649,7
45310,7,6,5.46,6.13,6.13,3,False,5.93,5.93,3,False,5.53,0.85,4.32,1.0523,21
45311,7,6,12.13,13.22,4.22,4,True,12.91,3.91,4,True,11.2,1.11,2.81,0.7993,23
45312,7,6,12.09,13.08,13.08,2,False,12.51,12.51,2,False,10.63,1.49,1.33,1.2599,13
45313,7,6,8.72,8.9,2.9,4,True,9.01,3.01,4,True,7.8,0.68,1.52,1.1197,28
45314,7,6,8.53,9.07,9.07,3,False,9.35,9.35,3,False,7.96,0.67,4.15,0.9592,21
45315,7,6,8.18,8.11,-1.89,5,True,7.5,-2.5,4,True,6.93,0.5,1.98,0.9973,4
45316,7,6,7.08,7.63,7.63,3,False,7.71,7.71,3,False,7.28,1.08,1.74,1.0468,1
45317,7,6,6.8,7.1,-6.9,3,False,6.4,-7.6,3,False,5.93,0.62,4.82,1.2364,8
45318,7,6,13.7,15.28,-5.72,4,True,14.92,-6.08,4,True,14.04,1.5,3.19,1.1094,12
45319,7,6,14.16,14.34,-4.66,4,True,15.46,-3.54,4,True,14.13,1.74,2.05,0.8065,9
45320,7,6,7.63,8.03,2.03,4,True,8.23,2.23,4,True,7.37,0.43,0.81,0.8103,25
45321,7,6,7.27,7.61,-0.39,5,True,8.28,0.28,5,True,7.09,0.71,2.49,0.9013,10
45322,7,6,5.57,5.91,5.91,3,False,5.46,5.46,3,False,5.05,0.58,2.77,0.7742,15
45323,7,6,7.68,8.32,8.32,3,False,7.83,7.83,3,False,7.11,1.16,3.86,1.1413,19
45324,7,6,7.24,8.18,8.18,3,False,8.37,8.37,3,False,7.71,0.64,1.19,0.8127,14
45325,7,6,13.2,14.43,-8.57,3,False,14.23,-8.77,3,False,12.18,0.77,4.37,1.0621,27
45326,7,6,12.08,13.4,13.4,2,False,13.38,13.38,2,False,11.72,1.39,1.91,0.8089,6
45327,7,6,5.33,5.84,5.84,3,False,6.48,6.48,3,False,5.53,0.86,4.67,0.9276,9
45328,7,6,8.27,8.94,8.94,3,False,9.35,9.35,3,False,8.15,0.69,1.01,0.8405,24
45329,7,6,6.94,6.51,3.51,4,True,6.16,3.16,4,True,5.56,0.67,0.07,1.2372,13
45330,7,6,6.25,6.4,-1.6,5,True,6.78,-1.22,5,True,6.36,0.49,3.59,1.1149,12
45331,7,6,5.3,5.51,-2.49,4,True,6.13,-1.87,5,True,5.51,0.55,1.65,1.0317,29
45332,7,6,11.51,13.22,8.22,3,False,12.66,7.66,3,False,11.1,1,1.94,1.1263,19
45333,7,6,13.38,13.97,2.97,4,True,14.87,3.87,4,True,14,1.22,0.47,1.1078,15
45334,7,6,7.84,8.33,-0.67,5,True,7.93,-1.07,5,True,6.79,0.67,3.94,1.0618,28
45335,7,6,5.39,6.13,6.13,3,False,6.59,6.59,3,False,6.19,0.51,1.51,0.7298,18
45336,7,6,5.71,6.09,6.09,3,False,6.79,6.79,3,False,5.92,0.54,1.31,1.0151,27
45337,7,6,5.57,6.25,3.25,4,True,6.27,3.27,4,True,5.37,0.84,2.37,1.1996,29
45338,7,6,7.98,8.14,0.14,5,True,8.24,0.24,5,True,7.81,0.53,3.03,1.1458,28
45339,7,6,12.02,11.95,-24.05,2,False,12.78,-23.22,2,False,11.65,0.7,3.55,1.1147,11
45340,7,6,14.45,14.8,1.8,5,True,14.92,1.92,5,True,13.15,0.98,2.67,0.8805,18
45341,7,6,7.63,8.59,0.59,5,True,8.48,0.48,5,True,7.31,0.71,4.59,0.8353,22
45342,7,6,5.65,5.98,2.98,4,True,6.64,3.64,4,True,6.02,0.41,3.55,0.7247,20
45343,7,6,7.88,8.95,7.95,3,False,9.14,8.14,3,False,8.31,1.15,1.91,1.0452,11
45344,7,6,7.83,8.67,5.67,3,False,9.01,6.01,3,False,8,1.16,1.23,1.2768,27
45345,7,6,8.74,8.74,8.74,3,False,8.36,8.36,3,False,7.17,1.13,2.79,1.0114,25
45346,7,6,9.98,11.03,7.03,3,False,11.05,7.05,3,False,10.42,1.32,3.39,0.7972,22
45347,7,6,14.85,17.1,5.1,3,False,16.07,4.07,4,True,13.8,2.21,1.26,1.1198,7
45348,7,6,7.82,8.32,2.32,4,True,8.38,2.38,4,True,7.46,0.73,4.54,0.9168,15
45349,7,6,5.47,5.91,5.91,3,False,6,6,3,False,5.52,0.31,2.07,1.1375,29
45350,7,6,6.18,6.94,6.94,3,False,6.88,6.88,3,False,5.94,0.82,1.5,0.7566,20
45351,7,6,6.83,7.5,4.5,4,True,7.98,4.98,4,True,7.52,0.72,3.77,0.8992,20
45352,7,6,7.41,8.33,8.33,3,False,8.17,8.17,3,False,7.69,0.88,1.09,0.8222,11
45353,7,6,13.64,13.9,1.9,5,True,14.57,2.57,4,True,13.17,2.05,3.31,0.7237,1
45354,7,6,10.74,11.63,-12.37,3,False,11.14,-12.86,3,False,10.05,0.95,2.29,0.9657,9
45355,7,6,6.23,6.48,6.48,3,False,7.08,7.08,3,False,6.28,0.93,1.6,0.7273,13
45356,7,6,5.2,5.2,5.2,3,False,5.16,5.16,3,False,4.89,0.62,4.75,1.2089,19
45357,7,6,7.3,7.71,7.71,3,False,7.42,7.42,3,False,6.54,1,0.93,0.7567,14
45358,7,6,7.89,8.41,8.41,3,False,9.07,9.07,3,False,7.76,1.05,4.75,0.9492,11
45359,7,6,8.19,8.91,0.91,5,True,8.65,0.65,5,True,7.61,0.8,2.37,0.7962,26
45360,7,6,16.5,18.05,-0.95,5,True,20.23,1.23,5,True,18.52,1.43,1.29,0.9498,11
45361,7,6,15.22,16.86,-13.14,3,False,17.7,-12.3,3,False,15.16,2.35,2.64,1.2208,13
45362,7,6,5.8,5.57,5.57,3,False,5.92,5.92,3,False,5.62,0.53,4.1,1.275,22
45363,7,6,6.59,7.05,7.05,3,False,7.74,7.74,3,False,7.35,0.54,0.18,1.1266,9
45364,7,6,6.82,7.22,7.22,3,False,7.7,7.7,3,False,7.28,0.84,1.88,0.7459,0
45365,7,6,7.2,7.87,-3.13,4,True,8.08,-2.92,4,True,7.11,0.58,3.95,1.1401,3
45366,7,6,8.44,8.63,8.63,3,False,9.61,9.61,3,False,9.12,1.29,4.37,0.7967,25
45367,7,6,11.87,12.44,12.44,2,False,12.32,12.32,2,False,11.39,1.54,1.52,0.7938,4
45368,7,6,11.99,12.47,-25.53,2,False,13.78,-24.22,2,False,11.96,1.08,1.29,0.7582,23
45369,7,6,8,8.46,-4.54,4,True,9.64,-3.36,4,True,8.23,1.12,1.33,1.1905,7
45370,7,6,7.77,8.36,-0.64,5,True,8.22,-0.78,5,True,7.62,1.08,0.32,0.945,4
45371,7,6,6.85,7.2,-1.8,5,True,7.1,-1.9,5,True,6.07,0.95,0.22,1.161,22
45372,7,6,5.99,6.2,6.2,3,False,6.43,6.43,3,False,5.62,0.66,1.2,1.0956,23
45373,7,6,5.26,5.87,-7.13,3,False,5.45,-7.55,3,False,4.85,0.36,3.76,1.1934,9
45374,7,6,13.47,13.3,13.3,2,False,14.23,14.23,2,False,13.19,1.63,3.85,1.2251,16
45375,7,6,15.18,15.36,15.36,2,False,15.87,15.87,2,False,13.69,0.84,1.09,1.2336,18
45376,7,6,7.6,8.87,8.87,3,False,8.39,8.39,3,False,7.9,1.13,4.59,1.0989,3
45377,7,6,7.48,7.74,4.74,4,True,7.94,4.94,4,True,7.29,0.93,0.67,0.9739,18
45378,7,6,7.35,7.63,7.63,3,False,8.21,8.21,3,False,7.55,1.03,1.75,1.2481,20
45379,7,6,7.51,7.78,7.78,3,False,8.03,8.03,3,False,6.89,0.45,0.77,0.8108,9
45380,7,6,8.75,9.4,-14.6,2,False,10.44,-13.56,3,False,8.97,0.89,1.24,0.7474,20
45381,7,6,13.16,13.4,8.4,3,False,13.4,8.4,3,False,12.34,1.67,2.13,0.8056,29
45382,7,6,12.32,14.21,12.21,2,False,14.36,12.36,2,False,12.79,1.96,2.83,1.2579,27
45383,7,6,7.11,7.63,7.63,3,False,7.94,7.94,3,False,7.33,1.18,3.68,0.7588,29
45384,7,6,6.01,5.96,1.96,5,True,6.29,2.29,4,True,5.54,0.66,1.9,0.9736,3
45385,7,6,7.7,8.6,4.6,4,True,9.78,5.78,3,False,9.27,0.69,1.22,1.2584,9
45386,7,6,8.5,9.17,9.17,3,False,9.49,9.49,3,False,8.34,0.49,3.91,1.1773,18
45387,7,6,7.73,8.51,8.51,3,False,8.53,8.53,3,False,7.65,0.61,2.14,0.7525,27
45388,7,6,12.22,13.13,-8.87,3,False,12.48,-9.52,3,False,11.14,0.75,4.48,0.9518,4
45389,7,6,10.76,11.05,11.05,2,False,11.8,11.8,2,False,10.08,1.15,0.71,1.1856,7
45390,7,6,7.89,7.79,1.79,5,True,8.11,2.11,4,True,7.49,0.58,3.93,0.7135,6
45391,7,6,7.67,8.68,-4.32,4,True,9.15,-3.85,4,True,8.12,1.07,0.47,1.1783,22
45392,7,6,8.43,9.49,5.49,3,False,10.29,6.29,3,False,9.75,0.68,2,0.8171,13
45393,7,6,6.57,7.14,7.14,3,False,6.65,6.65,3,False,5.83,0.99,3.94,0.927,20
45394,7,6,7.65,8.26,8.26,3,False,9.07,9.07,3,False,7.78,0.63,0.79,1.2272,14
45395,7,6,11.89,11.82,11.82,2,False,11.77,11.77,2,False,10.45,1.21,4.73,0.8221,7
45396,7,6,15.11,16.24,-2.76,5,True,16.7,-2.3,5,True,15.57,2.49,3.79,1.2489,1
45397,7,6,7.9,7.9,-1.1,5,True,7.92,-1.08,5,True,7.09,0.81,2.4,0.8575,16
45398,7,6,7.37,7.89,7.89,3,False,8.22,8.22,3,False,7.2,0.6,2.52,0.7638,4
45399,7,6,7.51,7.61,7.61,3,False,7.32,7.32,3,False,6.45,0.58,3.58,1.0378,18
45400,7,6,8.13,9.62,-4.38,4,True,9.12,-4.88,4,True,8.48,1.32,0.93,0.8655,0
45401,7,6,7.3,7.73,-1.27,5,True,7.38,-1.62,5,True,6.3,0.84,4.5,1.2587,18
45402,7,6,12.68,13.27,6.27,3,False,13.5,6.5,3,False,12.2,1.93,0.59,1.0348,11
45403,7,6,11.8,12.39,1.39,5,True,12.02,1.02,5,True,11.08,1.08,2.75,1.0756,29
45404,7,6,6.72,7.46,7.46,3,False,7.68,7.68,3,False,6.72,1.05,2.14,1.2929,12
45405,7,6,6.93,7.3,-0.7,5,True,8.11,0.11,5,True,7.65,0.83,3.73,0.8058,2
45406,7,6,6.25,6.58,-2.42,4,True,6.13,-2.87,4,True,5.59,0.52,0.02,1.1005,18
45407,7,6,7.02,7.71,-1.29,5,True,7.83,-1.17,5,True,7.4,0.69,3.55,0.9409,10
45408,7,6,5.59,6.5,2.5,4,True,6.88,2.88,4,True,6.15,0.53,0.21,0.9393,6
45409,7,6,13.76,14.66,7.66,3,False,13.12,6.12,3,False,12.16,0.72,0.37,0.7365,5
45410,7,6,14.14,15.47,15.47,2,False,16.44,16.44,2,False,14.44,1.48,4.14,1.2999,8
45411,7,6,5.92,5.99,-8.01,3,False,5.64,-8.36,3,False,5.2,0.65,1.65,0.8375,16
45412,7,6,6.27,6.82,6.82,3,False,7.22,7.22,3,False,6.43,0.96,3.99,1.2165,26
45413,7,6,7.63,8.23,8.23,3,False,8.91,8.91,3,False,7.65,0.7,0.45,0.932,27
45414,7,6,7.54,7.97,4.97,4,True,8.83,5.83,3,False,7.72,1.24,0.54,0.7548,7
45415,7,6,5.45,5.78,-2.22,4,True,6.48,-1.52,5,True,5.9,0.58,3.38,1.2185,10
45416,7,6,10.53,11.92,11.92,2,False,10.97,10.97,2,False,9.96,1.28,4.61,0.8785,3
45417,7,6,12.97,13.78,13.78,2,False,13.31,13.31,2,False,12.53,0.78,0.54,1.136,13
45418,7,6,5.62,5.66,0.66,5,True,5.75,0.75,5,True,5.05,0.79,3.47,1.1254,10
45419,7,6,7.62,8.29,8.29,3,False,8.52,8.52,3,False,8,1.19,1.17,0.9878,14
45420,7,6,8.14,8.83,2.83,4,True,9.59,3.59,4,True,9.03,0.5,0.17,0.9821,17
45421,7,6,5.84,5.99,3.99,4,True,6.02,4.02,4,True,5.37,0.65,3.13,0.8214,26
45422,7,6,6.98,7.45,-5.55,3,False,7.27,-5.73,3,False,6.22,0.73,1.44,0.7802,4
45423,7,6,13.48,14.33,5.33,3,False,14.28,5.28,3,False,12.83,0.87,3.66,1.2754,0
45424,7,6,16.05,17.57,17.57,2,False,17.05,17.05,2,False,15.11,2.4,2.22,1.1656,20
45425,7,6,5.71,6.66,-11.34,2,False,6.98,-11.02,2,False,6.07,0.7,0.53,0.7168,16
45426,7,6,6.73,7.16,6.16,3,False,7.31,6.31,3,False,6.34,0.89,4.12,0.8161,6
45427,7,6,6.79,7.11,7.11,3,False,8.14,8.14,3,False,7.24,1.12,0.18,1.001,21
45428,7,6,7.04,7.34,0.34,5,True,7.29,0.29,5,True,6.89,0.79,0.07,0.9662,12
45429,7,6,6.23,6.66,2.66,4,True,7.13,3.13,4,True,6.58,0.93,4.22,1.2535,19
45430,7,6,12.51,13.47,13.47,2,False,12.61,12.61,2,False,11.15,1.3,0.43,1.0994,9
45431,7,6,10,11.54,11.54,2,False,11.16,11.16,2,False,10.43,1.18,0.85,1.1926,24
45432,7,6,6.1,6.54,0.54,5,True,7.06,1.06,5,True,6.46,0.98,3.65,1.0489,13
45433,7,6,7.52,7.95,0.95,5,True,8.54,1.54,5,True,7.39,1.18,2.3,1.1226,1
45434,7,6,7.97,9.21,5.21,3,False,9.93,5.93,3,False,9.32,1.2,3.39,0.7437,4
45435,7,6,7.71,7.75,7.75,3,False,7.21,7.21,3,False,6.45,0.87,1.31,1.2457,16
45436,7,6,6.88,7.14,6.14,3,False,7.11,6.11,3,False,6.57,0.78,1.52,1.1315,9
45437,7,6,11.7,13.41,13.41,2,False,14.55,14.55,2,False,12.94,1.09,2.31,0.7553,16
45438,7,6,13.22,13.78,-2.22,5,True,13.7,-2.3,5,True,11.82,1.47,0.2,0.9093,19
45439,7,6,6.88,7.49,7.49,3,False,7.09,7.09,3,False,6.15,0.73,2.41,0.7012,7
45440,7,6,7.91,8.44,8.44,3,False,9.01,9.01,3,False,7.99,1.31,3.78,0.8955,15
45441,7,6,7.6,7.98,7.98,3,False,7.39,7.39,3,False,6.75,0.68,3.52,0.8662,18
45442,7,6,6.95,7.41,3.41,4,True,7.14,3.14,4,True,6.59,0.55,4.35,0.8102,5
45443,7,6,5.91,6.58,6.58,3,False,6.81,6.81,3,False,6.37,1.02,1.42,1.0855,21
45444,7,6,14.41,14.78,-11.22,3,False,16.12,-9.88,3,False,14.22,2.02,4.43,1.2284,29
45445,7,6,13.6,14.01,8.01,3,False,14.25,8.25,3,False,12.6,1.68,2.82,0.9148,23
45446,7,6,7.16,7.24,4.24,4,True,6.96,3.96,4,True,6.58,0.51,4.13,1.1864,1
45447,7,6,7.74,7.99,-5.01,3,False,8.53,-4.47,4,True,8.01,0.58,4.95,1.0763,25
45448,7,6,5.95,6.62,6.62,3,False,6.92,6.92,3,False,6.13,0.42,2.71,0.8669,2
45449,7,6,5.99,6.79,-2.21,4,True,6.59,-2.41,4,True,6.27,0.57,3.82,0.8205,16
45450,7,6,7.28,7.95,7.95,3,False,7.88,7.88,3,False,6.7,0.88,3.67,0.9216,28
45451,7,6,12.89,13.87,13.87,2,False,13.08,13.08,2,False,11.15,1.37,1.21,0.8093,28
45452,7,6,14.83,15.44,15.44,2,False,14.66,14.66,2,False,13.81,1.96,1.03,1.2297,14
45453,7,6,6.44,6.7,6.7,3,False,7.01,7.01,3,False,6.03,0.6,3.36,0.9559,27
45454,7,6,6.45,6.51,-1.49,5,True,6.54,-1.46,5,True,5.59,0.55,0.52,1.288,14
45455,7,6,5.28,5.7,1.7,5,True,5.44,1.44,5,True,4.96,0.67,1.39,0.9628,21
45456,7,6,7.33,8.14,7.14,3,False,8.85,7.85,3,False,7.61,0.83,4.94,0.7855,17
45457,7,6,6.75,7.67,3.67,4,True,8.34,4.34,4,True,7.24,1.1,1.28,0.8818,0
45458,7,6,13.52,15.08,3.08,4,True,15.73,3.73,4,True,13.76,1.45,3.49,1.1098,1
45459,7,6,13.11,13.86,9.86,3,False,14.54,10.54,2,False,12.47,1.01,0.58,0.9504,9
45460,7,6,7.53,7.19,7.19,3,False,7.58,7.58,3,False,6.73,0.95,4.56,1.2892,27
45461,7,6,6.76,7.18,7.18,3,False,6.86,6.86,3,False,5.88,0.94,4.53,1.208,14
45462,7,6,7.05,7.55,7.55,3,False,7.04,7.04,3,False,6.45,0.68,3.45,1.0014,10
45463,7,6,7.1,7.78,7.78,3,False,8.51,8.51,3,False,7.94,0.59,0.63,0.8629,15
45464,7,6,6.51,6.69,3.69,4,True,5.7,2.7,4,True,5.08,0.69,3.36,0.8327,1
45465,7,6,15.9,16.73,-4.27,4,True,16.12,-4.88,4,True,14.8,0.95,1.95,1.29,2
45466,7,6,13.46,13.44,-1.56,5,True,14.61,-0.39,5,True,13.49,2,4.79,0.7376,18
45467,7,6,6.37,7.06,4.06,4,True,7.14,4.14,4,True,6.41,0.79,4.79,0.7698,4
45468,7,6,7.61,8.14,2.14,4,True,8.59,2.59,4,True,8.08,0.92,3.7,0.8965,0
45469,7,6,7.17,7.47,-9.53,3,False,7.98,-9.02,3,False,7.15,0.49,1.3,0.9651,0
45470,7,6,7.57,7.77,7.77,3,False,8.3,8.3,3,False,7.61,1.1,1.98,0.7426,4
45471,7,6,6.86,7.47,7.47,3,False,7.78,7.78,3,False,6.76,1.14,0.49,0.7113,0
45472,7,6,14.23,15.76,3.76,4,True,16.69,4.69,4,True,15.28,1.47,3.1,1.258,20
45473,7,6,16.21,17.01,10.01,2,False,16.83,9.83,3,False,14.52,1.97,0.97,0.9668,16
45474,7,6,5.94,6.5,6.5,3,False,6.77,6.77,3,False,6.3,0.71,2.16,0.9223,4
45475,7,6,6.13,6.53,-1.47,5,True,6.7,-1.3,5,True,6.35,0.49,3.08,0.8441,0
45476,7,6,7.2,7.98,7.98,3,False,8.09,8.09,3,False,6.96,0.89,2.87,0.9903,19
45477,7,6,7.79,8.25,8.25,3,False,8.76,8.76,3,False,7.93,0.71,3.04,1.2117,21
45478,7,6,7.2,7.3,2.3,4,True,7.81,2.81,4,True,6.91,0.49,0.12,0.862,16
45479,7,6,10.86,11.8,-31.2,2,False,11.36,-31.64,2,False,9.87,1.62,2.67,1.2651,26
45480,7,6,11.83,12.24,-4.76,4,True,12.06,-4.94,4,True,10.25,0.85,2.44,1.1545,18
45481,7,6,5.17,5.65,-5.35,3,False,6.15,-4.85,4,True,5.66,0.57,4.99,1.0188,11
45482,7,6,6.92,7.51,2.51,4,True,7.36,2.36,4,True,6.96,0.46,0.5,0.7477,23
45483,7,6,6.78,8.15,8.15,3,False,7.11,7.11,3,False,6.33,0.47,1.28,1.0154,17
45484,7,6,5.74,6.07,0.07,5,True,6.54,0.54,5,True,5.61,0.34,1.49,1.237,6
45485,7,6,7.36,7,-1,5,True,7.07,-0.93,5,True,6.2,0.65,0.29,0.7863,10
45486,7,6,15.69,16.56,16.56,2,False,15.78,15.78,2,False,13.9,1.49,4.44,0.8977,11
45487,7,6,13.17,13.48,1.48,5,True,14.36,2.36,4,True,12.62,1.66,4.09,0.8245,1
45488,7,6,6.37,6.16,-3.84,4,True,5.83,-4.17,4,True,5.35,0.84,2.9,0.7954,1
45489,7,6,6.65,6.77,-2.23,4,True,7.11,-1.89,5,True,6.39,0.77,4.45,0.7339,20
45490,7,6,5.79,6.46,3.46,4,True,6.68,3.68,4,True,5.87,0.57,4.05,0.9615,14
45491,7,6,8,8.72,8.72,3,False,9.56,9.56,3,False,8.8,0.74,0.94,0.877,5
45492,7,6,7.67,7.85,7.85,3,False,7.18,7.18,3,False,6.51,0.95,3.93,1.1805,16
45493,7,6,13.05,13.88,-0.12,5,True,14.39,0.39,5,True,12.25,1.84,1.5,1.1588,17
45494,7,6,14.28,14.28,7.28,3,False,15.37,8.37,3,False,13.94,1.35,4.2,1.0082,27
45495,7,6,5.94,5.93,5.93,3,False,5.71,5.71,3,False,4.93,0.44,3.2,1.1072,13
45496,7,6,7.93,8.2,-0.8,5,True,7.99,-1.01,5,True,6.9,0.47,3.06,0.9094,26
45497,7,6,6.47,6.58,1.58,5,True,6.19,1.19,5,True,5.71,0.77,0.87,0.7846,28
45498,7,6,5.64,6,6,3,False,6.08,6.08,3,False,5.2,0.8,4.95,1.1406,22
45499,7,6,7.56,7.94,7.94,3,False,7.71,7.71,3,False,6.82,0.55,3.36,1.0108,18
45500,7,6,13.44,13.75,9.75,3,False,14.58,10.58,2,False,13.81,1.35,0.78,1.1157,22
45501,7,6,12.12,12.78,-20.22,2,False,13.97,-19.03,3,False,12.45,0.97,0.52,1.1181,27
45502,7,6,6.78,7.25,1.25,5,True,6.64,0.64,5,True,5.89,0.42,0.31,0.7108,19
45503,7,6,6.67,6.91,6.91,3,False,7.35,7.35,3,False,6.4,0.54,1.99,1.1381,19
45504,7,6,6.13,6.83,-10.17,3,False,6.62,-10.38,2,False,5.7,0.35,2.59,1.0786,27
45505,7,6,4.71,5.41,5.41,3,False,5.16,5.16,3,False,4.42,0.26,3.63,0.7463,21
45506,7,6,3.86,3.93,1.93,5,True,4.09,2.09,4,True,3.83,0.46,1.5,1.0475,3
45507,7,6,7.96,8.14,-3.86,4,True,8.5,-3.5,4,True,7.52,0.93,4.22,1.2784,21
45508,7,6,8.98,9.67,9.67,3,False,9.95,9.95,3,False,9.34,1.42,4.65,1.0697,24
45509,7,6,4.37,5.27,5.27,3,False,5.56,5.56,3,False,4.84,0.33,0.36,1.1627,0
45510,7,6,3.76,4.17,-7.83,3,False,4.35,-7.65,3,False,3.79,0.33,4.81,0.8806,16
45511,7,6,3.76,3.97,-7.03,3,False,4.2,-6.8,3,False,3.61,0.27,1.99,0.7413,3
45512,7,6,3.99,4.37,4.37,4,True,4.78,4.78,4,True,4.37,0.26,3.59,0.7293,14
45513,7,6,3.99,4.55,4.55,4,True,4.42,4.42,4,True,4.05,0.42,4.35,0.8602,13
45514,7,6,6.76,7.74,7.74,3,False,7.68,7.68,3,False,6.57,0.92,1.04,0.7199,20
45515,7,6,7.2,7.65,0.65,5,True,7.96,0.96,5,True,7.42,0.77,4.86,1.0871,24
45516,7,6,4.44,5.13,-3.87,4,True,4.85,-4.15,4,True,4.52,0.72,0.16,1.0711,24
45517,7,6,4.02,4.18,-1.82,5,True,4.52,-1.48,5,True,3.86,0.4,4.04,1.2082,16
45518,7,6,4.05,4.36,4.36,4,True,4.84,4.84,4,True,4.2,0.59,3.52,1.2566,20
45519,7,6,4.74,4.92,4.92,4,True,5.33,5.33,3,False,4.63,0.41,2.83,1.0306,6
45520,7,6,3.83,4.09,4.09,4,True,4.61,4.61,4,True,4.17,0.55,0.18,1.1834,20
45521,7,6,10.31,11.58,5.58,3,False,11.43,5.43,3,False,10.49,1.25,4.97,1.0364,8
45522,7,6,7.24,7.85,-1.15,5,True,8.4,-0.6,5,True,7.33,0.48,0.98,1.0717,24
45523,7,6,4.99,5.44,1.44,5,True,5.84,1.84,5,True,5.55,0.4,4.03,0.7294,21
45524,7,6,3.48,3.89,-0.11,5,True,3.5,-0.5,5,True,3.04,0.31,1.85,0.729,14
45525,7,6,4.97,4.98,4.98,4,True,4.75,4.75,4,True,4.36,0.6,2.76,1.2567,18
45526,7,6,4.57,5.2,1.2,5,True,5.77,1.77,5,True,5.36,0.49,0.34,1.2586,11
45527,7,6,4.07,4.39,4.39,4,True,4.2,4.2,4,True,3.92,0.38,4.97,0.757,16
45528,7,6,6.93,7.42,2.42,4,True,7.39,2.39,4,True,6.45,0.49,3.78,0.9911,23
45529,7,6,8.96,8.88,2.88,4,True,8.53,2.53,4,True,7.73,0.59,4.77,1.2564,21
45530,7,6,4.87,5.14,5.14,3,False,5.55,5.55,3,False,5.12,0.53,2.85,0.9957,14
45531,7,6,4.36,4.78,0.78,5,True,4.78,0.78,5,True,4.42,0.3,2.71,1.0534,18
45532,7,6,4.26,4.92,1.92,5,True,4.99,1.99,5,True,4.46,0.34,2.51,1.147,11
45533,7,6,4.32,4.96,-10.04,2,False,5.64,-9.36,3,False,4.86,0.38,0.01,0.979,26
45534,7,6,3.59,3.99,3.99,4,True,4.16,4.16,4,True,3.56,0.48,3.19,0.8587,19
45535,7,6,8.09,8.42,4.42,4,True,8.81,4.81,4,True,7.71,0.48,2.94,0.7883,12
45536,7,6,13.64,14.63,-13.37,3,False,15.86,-12.14,3,False,14.99,1.01,1.16,1.1586,16
45537,7,6,6.03,6.02,6.02,3,False,6.58,6.58,3,False,5.6,0.44,0.22,1.215,18
45538,7,6,7.97,8.61,8.61,3,False,8.93,8.93,3,False,8.46,0.55,3.59,0.7782,26
45539,7,6,7.14,7.42,0.42,5,True,7.67,0.67,5,True,7.22,0.97,0.46,0.8506,14
45540,7,6,6.08,6.81,6.81,3,False,6.83,6.83,3,False,6.33,0.42,4.14,1.2208,17
45541,7,6,5.38,6.13,6.13,3,False,6.57,6.57,3,False,6.12,0.87,2.84,0.748,14
45542,7,6,13.6,13.57,-6.43,4,True,14.55,-5.45,4,True,12.61,0.79,4.94,1.0131,7
45543,7,6,12.04,13.87,4.87,4,True,14.33,5.33,3,False,13.33,1.53,4.48,1.1699,21
45544,7,6,6.37,7.2,1.2,5,True,7.1,1.1,5,True,6.21,0.91,0.77,0.7755,13
45545,7,6,5.86,6.48,-0.52,5,True,6.6,-0.4,5,True,6.15,0.95,2.17,1.0084,0
45546,7,6,7.01,7.6,2.6,4,True,8.13,3.13,4,True,7.58,1.18,4.59,0.8249,6
45547,7,6,8.04,8.37,8.37,3,False,8.55,8.55,3,False,7.43,0.47,3.94,0.8427,4
45548,7,6,7.74,8.58,8.58,3,False,8.16,8.16,3,False,7.04,1.16,4.02,0.7348,8
45549,7,6,12.22,13.41,13.41,2,False,13.87,13.87,2,False,13.19,1.7,1.09,0.7077,4
45550,7,6,11.31,12.35,5.35,3,False,11.38,4.38,4,True,10.36,1.04,1.16,1.0518,29
45551,7,6,7.26,7.28,7.28,3,False,7.02,7.02,3,False,5.96,0.91,2.41,0.9842,12
45552,7,6,8.17,8.9,8.9,3,False,8.84,8.84,3,False,8.25,1.26,4.94,0.7559,1
45553,7,6,7.05,7.9,7.9,3,False,8.33,8.33,3,False,7.73,0.97,3.45,1.1172,20
45554,7,6,7.38,7.9,-1.1,5,True,8.39,-0.61,5,True,7.19,1.01,3.9,0.8713,11
45555,7,6,6.25,6.66,-10.34,2,False,7.77,-9.23,3,False,6.76,0.67,2.57,0.8876,22
45556,7,6,13.82,14.92,6.92,3,False,14.65,6.65,3,False,13.66,1.24,3.28,0.965,17
45557,7,6,14.19,15.3,4.3,4,True,14.93,3.93,4,True,12.92,1.36,0.2,0.9105,11
45558,7,6,5.61,5.84,2.84,4,True,6.39,3.39,4,True,5.75,0.38,4.37,1.1858,2
45559,7,6,8.84,8.8,2.8,4,True,8.64,2.64,4,True,7.97,1.14,4.11,0.948,13
45560,7,6,8.29,8.85,8.85,3,False,10.08,10.08,2,False,9.23,0.74,4.64,0.9301,0
